TransactionDate,SettlementDate,TransactionAccount,CurrencyPair,PrimaryCurrencyQuantity,SecondaryCurrencyQuantity
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1076
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1075
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client C,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1074
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1073
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1073
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1073
2/3/2021,2/5/2021,Client B,AUD/NZD,1000,-1073
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000,1070
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1073
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1074
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1074
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000,1074
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1074
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000,1074
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1075
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1075
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1075
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1076
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1076
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1076
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1076
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000,1077
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1078
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1079
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1080
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-1000,1081
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2145
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2145
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2146
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2146
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2146
2/3/2021,2/5/2021,Client C,AUD/NZD,-2000,2151
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2151
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2156
2/3/2021,2/5/2021,Client B,AUD/NZD,-2000,2157
2/3/2021,2/5/2021,Client B,AUD/NZD,-3000,3218
2/3/2021,2/5/2021,Client B,AUD/NZD,-3000,3220
2/3/2021,2/5/2021,Client B,AUD/NZD,-3000,3239
2/3/2021,2/5/2021,Client B,AUD/NZD,-5000,5371
2/3/2021,2/5/2021,Client B,AUD/NZD,-5000,5389
2/3/2021,2/5/2021,Client B,AUD/NZD,-5000,5393
2/3/2021,2/5/2021,Client B,AUD/NZD,-6000,6467
2/3/2021,2/5/2021,Client B,AUD/NZD,-7000,7513
2/3/2021,2/5/2021,Client B,AUD/NZD,-10000,10732
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10734
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10735
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10736
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10736
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10736
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10737
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10769
2/3/2021,2/5/2021,Client B,AUD/NZD,-10000,10769
2/3/2021,2/5/2021,Client B,AUD/NZD,-10000,10776
2/3/2021,2/5/2021,Client C,AUD/NZD,-10000,10779
2/3/2021,2/5/2021,Client B,AUD/NZD,-12000,12880
2/3/2021,2/5/2021,Client B,AUD/NZD,-12000,12880
2/3/2021,2/5/2021,Client B,AUD/NZD,-15000,16100
2/3/2021,2/5/2021,Client C,AUD/NZD,-15000,16107
2/3/2021,2/5/2021,Client C,AUD/NZD,-20000,21458
2/3/2021,2/5/2021,Client B,AUD/NZD,-20000,21469
2/3/2021,2/5/2021,Client C,AUD/NZD,-20000,21472
2/3/2021,2/5/2021,Client C,AUD/NZD,-20000,21473
2/3/2021,2/5/2021,Client C,AUD/NZD,-32000,34529
2/3/2021,2/5/2021,Client C,AUD/NZD,-43000,46179
2/3/2021,2/5/2021,Client B,AUD/NZD,-48000,51529
2/3/2021,2/5/2021,Client C,AUD/NZD,-50000,53663
2/3/2021,2/5/2021,Client C,AUD/NZD,-50000,53693
2/3/2021,2/5/2021,Client B,AUD/NZD,-50000,53769
2/3/2021,2/5/2021,Client B,AUD/NZD,-50000,53804
2/3/2021,2/5/2021,Client B,AUD/NZD,-100000,107935
2/3/2021,2/5/2021,Client C,AUD/NZD,-110000,118038
2/3/2021,2/5/2021,Client B,AUD/NZD,-139000,149190
2/3/2021,2/5/2021,Client B,AUD/NZD,-180000,193588
2/3/2021,2/5/2021,Client B,AUD/NZD,-190000,204780
2/3/2021,2/5/2021,Client B,AUD/NZD,-192000,206118
2/3/2021,2/5/2021,Client A,AUD/NZD,-200000,214664
2/3/2021,2/5/2021,Client A,AUD/NZD,-330000,354186
2/3/2021,2/5/2021,Client B,AUD/NZD,-362000,390732
2/3/2021,2/5/2021,Client B,AUD/NZD,-372000,401496
2/3/2021,2/5/2021,Client B,AUD/NZD,-390000,420369
2/3/2021,2/5/2021,Client A,AUD/NZD,-430000,461579
2/3/2021,2/5/2021,Client B,AUD/NZD,-500000,536830
2/3/2021,2/5/2021,Client B,AUD/NZD,-500000,536865
2/3/2021,2/5/2021,Client A,AUD/NZD,-570000,611861
2/3/2021,2/5/2021,Client A,AUD/NZD,-700000,751324
2/3/2021,2/5/2021,Client A,AUD/NZD,-700000,751723
2/3/2021,2/5/2021,Client A,AUD/NZD,-730000,783626
2/3/2021,2/5/2021,Client A,AUD/NZD,-832999,894283
2/3/2021,2/5/2021,Client A,AUD/NZD,-930000,998495
2/3/2021,2/5/2021,Client A,AUD/NZD,-930000,998671
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1072670
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1072680
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1073000
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073420
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073490
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1073500
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1073500
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073580
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073590
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1073600
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073640
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073650
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073650
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073710
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073740
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073750
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073760
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073780
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073790
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1073800
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073810
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073820
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073840
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073890
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073910
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1073920
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1074000
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1075000
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1075730
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1076000
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078000
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078000
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078000
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078200
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1078270
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078400
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078500
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078500
2/3/2021,2/5/2021,Client C,AUD/NZD,-1000000,1078900
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1079290
2/3/2021,2/5/2021,Client A,AUD/NZD,-1000000,1079350
2/3/2021,2/5/2021,Client C,AUD/NZD,-2000000,2147800
2/3/2021,2/5/2021,Client A,AUD/USD,19400000,-13630440
2/3/2021,2/5/2021,Client B,AUD/USD,12500000,-8802500
2/3/2021,2/5/2021,Client A,AUD/USD,5000000,-3507250
2/3/2021,2/5/2021,Client A,AUD/USD,4000000,-2804200
2/3/2021,2/5/2021,Client A,AUD/USD,4000000,-2804000
2/3/2021,2/5/2021,Client A,AUD/USD,3000000,-2109600
2/3/2021,2/5/2021,Client A,AUD/USD,3000000,-2105400
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1406800
2/3/2021,2/5/2021,Client A,AUD/USD,2000000,-1406600
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1406600
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1405800
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1405200
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1405200
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1404000
2/3/2021,2/5/2021,Client A,AUD/USD,2000000,-1403600
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1403600
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1403400
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1403200
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1403000
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1403000
2/3/2021,2/5/2021,Client A,AUD/USD,2000000,-1402200
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1401600
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1401200
2/3/2021,2/5/2021,Client C,AUD/USD,2000000,-1401200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-704100
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-704000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-704000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703600
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703600
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703550
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703520
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703470
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703440
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703430
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703420
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703400
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703370
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703370
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703340
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703340
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703340
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703330
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703320
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703320
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703300
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703260
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703260
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703250
2/3/2021,2/5/2021,Client B,AUD/USD,1000000,-703250
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703220
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703210
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703210
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703210
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703200
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703180
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703180
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703170
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703170
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703130
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703130
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703120
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703110
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703110
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703100
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703100
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703100
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703090
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703080
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703070
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703060
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703030
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703020
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-703000
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702950
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702940
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702930
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702920
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702920
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702900
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702820
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702750
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702720
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702720
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702640
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702630
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702630
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702600
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702600
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702590
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702560
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702510
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702500
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702460
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702420
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702400
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702400
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702400
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702400
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702350
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702320
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702310
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702300
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702200
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702130
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702100
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702100
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702100
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702060
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702050
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702050
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702050
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702050
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702050
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702040
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702040
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-702000
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-702000
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701990
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701970
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701960
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701940
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701940
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701930
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701920
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701920
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701910
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701900
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701850
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701840
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701840
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701830
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701810
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701800
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701780
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701770
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701750
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701740
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client C,AUD/USD,1000000,-701700
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701680
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701660
2/3/2021,2/5/2021,Client A,AUD/USD,1000000,-701650
